Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_1/rx_axis_tdata[63:0],axi_stream_gen_mon_1/rx_axis_tkeep[7:0],axi_stream_gen_mon_1/rx_axis_tvalid,axi_stream_gen_mon_1/rx_axis_tlast,axi_stream_gen_mon_1/rx_axis_tuser,axi_stream_gen_mon_1/rx_axis_tready,axi_stream_gen_mon_1/tx_axis_tdata[63:0],axi_stream_gen_mon_1/tx_axis_tkeep[7:0],axi_stream_gen_mon_1/tx_axis_tvalid,axi_stream_gen_mon_1/tx_axis_tlast,axi_stream_gen_mon_1/tx_axis_tuser,axi_stream_gen_mon_1/tx_axis_tready_1,axi_stream_gen_mon_1/tx_axis_tdata_lb[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_lb[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_lb,axi_stream_gen_mon_1/tx_axis_tlast_lb,axi_stream_gen_mon_1/tx_axis_tuser_lb,axi_stream_gen_mon_1/rx_axis_tready_lb,axi_stream_gen_mon_1/tx_axis_tdata_g[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_g[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_g,axi_stream_gen_mon_1/tx_axis_tlast_g,axi_stream_gen_mon_1/tx_axis_tuser_g,axi_stream_gen_mon_1/tx_axis_tready
0,0,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
1,1,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
2,2,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
3,3,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
4,4,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
5,5,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
6,6,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
7,7,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
8,8,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
9,9,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
10,10,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
11,11,0,bfcdbfcdbfcdbfcd,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,ff,1,0,0,1
12,12,0,008b7f92f0cdbfcd,07,1,1,1,1,bfd4bfd4bfd4bfd4,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd4bfd4bfd4bfd4,07,1,1,0,1
13,13,0,0000000000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
14,14,0,0000000000000000,01,0,0,0,1,bfd57d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd57d0011110000,ff,1,0,0,1
15,15,0,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
16,16,0,bfce7d0011110000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
17,17,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,0
18,18,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,0
19,19,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
20,20,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
21,21,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
22,22,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
23,23,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
24,24,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
25,25,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
26,26,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
27,27,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
28,28,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
29,29,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
30,30,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
31,31,0,bfcebfcebfcebfce,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,ff,1,0,0,1
32,32,0,004a65a428cebfce,07,1,1,1,1,bfd5bfd5bfd5bfd5,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd5bfd5bfd5bfd5,07,1,1,0,1
33,33,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
34,34,0,0000000000000000,07,0,0,0,1,bfd67d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd67d0011110000,ff,1,0,0,1
35,35,0,0000000000000000,07,0,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
36,36,0,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
37,37,0,bfcf7d0011110000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0
38,38,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0
39,39,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,0
40,40,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
41,41,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
42,42,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
43,43,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
44,44,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
45,45,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
46,46,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
47,47,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
48,48,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
49,49,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
50,50,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
51,51,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
52,52,0,bfcfbfcfbfcfbfcf,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,ff,1,0,0,1
53,53,0,000a93b660cfbfcf,07,1,1,1,1,bfd6bfd6bfd6bfd6,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd6bfd6bfd6bfd6,07,1,1,0,1
54,54,0,5555550000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
55,55,0,5555550000000000,01,0,0,0,1,bfd77d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd77d0011110000,ff,1,0,0,1
56,56,0,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
57,57,0,bfd07d0011110000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
58,58,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,0
59,59,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,0
60,60,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
61,61,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
62,62,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
63,63,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
64,64,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
65,65,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
66,66,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
67,67,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
68,68,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
69,69,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
70,70,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
71,71,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
72,72,0,bfd0bfd0bfd0bfd0,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,ff,1,0,0,1
73,73,0,00ad44665cd0bfd0,07,1,1,1,1,bfd7bfd7bfd7bfd7,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd7bfd7bfd7bfd7,07,1,1,0,1
74,74,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
75,75,0,0000000000000000,07,0,0,0,1,bfd87d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd87d0011110000,ff,1,0,0,1
76,76,0,0000000000000000,07,0,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
77,77,0,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
78,78,0,bfd17d0011110000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0
79,79,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0
80,80,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,0
81,81,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
82,82,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
83,83,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
84,84,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
85,85,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
86,86,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
87,87,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
88,88,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
89,89,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
90,90,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
91,91,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
92,92,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
93,93,0,bfd1bfd1bfd1bfd1,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,ff,1,0,0,1
94,94,0,00edb27414d1bfd1,07,1,1,1,1,bfd8bfd8bfd8bfd8,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd8bfd8bfd8bfd8,07,1,1,0,1
95,95,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
96,96,0,0000000000000000,07,0,0,0,1,bfd97d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd97d0011110000,ff,1,0,0,1
97,97,0,0000000000000000,07,0,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
98,98,0,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
99,99,0,bfd27d0011110000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,0
100,100,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,0
101,101,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
102,102,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
103,103,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
104,104,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
105,105,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
106,106,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
107,107,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
108,108,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
109,109,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
110,110,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
111,111,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
112,112,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
113,113,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,ff,1,0,0,1
114,114,0,bfd2bfd2bfd2bfd2,ff,1,0,0,1,bfd9bfd9bfd9bfd9,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bfd9bfd9bfd9bfd9,07,1,1,0,1
115,115,0,002ca842ccd2bfd2,07,1,1,1,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
116,116,0,5555550000000000,01,0,0,0,1,bfda7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfda7d0011110000,ff,1,0,0,1
117,117,0,5555550000000000,01,0,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bfdabfdabfdabfda,ff,1,0,0,1
118,118,0,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
119,119,0,bfd37d0011110000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0
120,120,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0
121,121,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,0
122,122,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
123,123,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
124,124,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
125,125,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
126,126,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
127,127,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
128,128,0,bfd3bfd3bfd3bfd3,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bfdabfdabfdabfda,ff,1,0,0,1
