Sample in Buffer,Sample in Window,TRIGGER,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tready,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tready,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tlast,Interface_(i5:s0)_(s_axis_tx_0_1)[2:0],Interface_(i5:s1)_(mac_phy_ch0_m_axis_rx)[2:0],Interface_(i5:s2)_(s_axis_tx_1_1)[2:0],Interface_(i5:s3)_(mac_phy_ch1_m_axis_rx)[2:0],T_Channel_(i5:s0)_(s_axis_tx_0_1)[2:0],T_Channel_(i5:s1)_(mac_phy_ch0_m_axis_rx)[2:0],T_Channel_(i5:s2)_(s_axis_tx_1_1)[2:0],T_Channel_(i5:s3)_(mac_phy_ch1_m_axis_rx)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,fa554f0011110000,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,0,0,00000000000000a4,1f,0,0,0,"_","_","_","_","_","_","_","_"
1,1,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,0,0,0000222200000000,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
2,2,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,0,0,fa514f0011110000,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
3,3,0,fa55fa55fa55fa55,ff,0,1,0,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
4,4,0,fa55fa55fa55fa55,ff,0,1,0,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
5,5,0,fa55fa55fa55fa55,ff,0,1,0,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
6,6,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
7,7,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
8,8,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
9,9,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
10,10,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
11,11,0,fa55fa55fa55fa55,ff,0,1,1,0,97d997d997d997d9,ff,0,1,0,97dc97dc97dc97dc,ff,0,1,1,0,fa51fa51fa51fa51,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
12,12,0,fa55fa55fa55fa55,ff,0,1,1,0,00daa20899d997d9,07,1,1,1,97dc97dc97dc97dc,ff,0,1,1,0,6ea37f51fa51fa51,1f,1,1,1,"Active","Active","Active","Active","Stream Beat","Last Stream","Stream Beat","Last Stream"
13,13,0,fa55fa55fa55fa55,1f,0,1,1,1,0000000000000000,07,0,0,0,97dc97dc97dc97dc,ff,0,1,1,0,000000000000009d,1f,0,0,0,"Active","_","Active","_","Last Stream","_","Stream Beat","_"
14,14,0,0000222200000000,ff,0,1,1,0,0000000000000000,07,0,0,0,97dc97dc97dc97dc,ff,0,1,1,0,000000000000009d,1f,0,0,0,"Active","_","Active","_","Stream Beat","_","Stream Beat","_"
15,15,0,fa564f0011110000,ff,0,1,1,0,0000000000000000,07,0,0,0,97dc97dc97dc97dc,ff,0,1,1,0,000000000000009d,1f,0,0,0,"Active","_","Active","_","Stream Beat","_","Stream Beat","_"
16,16,0,fa56fa56fa56fa56,ff,0,1,1,0,0000222200000000,ff,0,1,0,97dc97dc97dc97dc,07,0,1,1,1,0000222200000000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Last Stream","Stream Beat"
17,17,0,fa56fa56fa56fa56,ff,0,1,1,0,97da7d0011110000,ff,0,1,0,0000222200000000,ff,0,1,1,0,fa524f0011110000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
18,18,0,fa56fa56fa56fa56,ff,0,1,0,0,97da97da97da97da,ff,0,1,0,97dd7d0011110000,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
19,19,0,fa56fa56fa56fa56,ff,0,1,0,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
20,20,0,fa56fa56fa56fa56,ff,0,1,0,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
21,21,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,0,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
22,22,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,0,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
23,23,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
24,24,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
25,25,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
26,26,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa52fa52fa52fa52,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
27,27,0,fa56fa56fa56fa56,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,f6226252fa52fa52,1f,1,1,1,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Last Stream"
28,28,0,fa56fa56fa56fa56,1f,0,1,1,1,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,00000000000000d7,1f,0,0,0,"Active","Active","Active","_","Last Stream","Stream Beat","Stream Beat","_"
29,29,0,0000222200000000,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,00000000000000d7,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
30,30,0,fa574f0011110000,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,00000000000000d7,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
31,31,0,fa57fa57fa57fa57,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,0000222200000000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
32,32,0,fa57fa57fa57fa57,ff,0,1,1,0,97da97da97da97da,ff,0,1,0,97dd97dd97dd97dd,ff,0,1,1,0,fa534f0011110000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
33,33,0,fa57fa57fa57fa57,ff,0,1,0,0,001bb83e41da97da,07,1,1,1,97dd97dd97dd97dd,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"_","Active","Active","Active","_","Last Stream","Stream Beat","Stream Beat"
34,34,0,fa57fa57fa57fa57,ff,0,1,0,0,5555550000000000,01,0,0,0,97dd97dd97dd97dd,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"_","_","Active","Active","_","_","Stream Beat","Stream Beat"
35,35,0,fa57fa57fa57fa57,ff,0,1,0,0,5555550000000000,01,0,0,0,97dd97dd97dd97dd,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"_","_","Active","Active","_","_","Stream Beat","Stream Beat"
36,36,0,fa57fa57fa57fa57,ff,0,1,1,0,0000222200000000,ff,0,1,0,97dd97dd97dd97dd,07,0,1,1,1,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Last Stream","Stream Beat"
37,37,0,fa57fa57fa57fa57,ff,0,1,1,0,97db7d0011110000,ff,0,1,0,0000222200000000,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
38,38,0,fa57fa57fa57fa57,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de7d0011110000,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
39,39,0,fa57fa57fa57fa57,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
40,40,0,fa57fa57fa57fa57,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
41,41,0,fa57fa57fa57fa57,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,0,0,fa53fa53fa53fa53,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
42,42,0,fa57fa57fa57fa57,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,0,0,7e5d6953fa53fa53,1f,1,1,1,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Last Stream"
43,43,0,fa57fa57fa57fa57,1f,0,1,1,1,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,0,0,00000000000000ee,1f,0,0,0,"Active","Active","_","_","Last Stream","Stream Beat","_","_"
44,44,0,0000222200000000,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,00000000000000ee,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
45,45,0,fa584f0011110000,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,00000000000000ee,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
46,46,0,fa58fa58fa58fa58,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,0000222200000000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
47,47,0,fa58fa58fa58fa58,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa544f0011110000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
48,48,0,fa58fa58fa58fa58,ff,0,1,0,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
49,49,0,fa58fa58fa58fa58,ff,0,1,0,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
50,50,0,fa58fa58fa58fa58,ff,0,1,0,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
51,51,0,fa58fa58fa58fa58,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
52,52,0,fa58fa58fa58fa58,ff,0,1,1,0,97db97db97db97db,ff,0,1,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
53,53,0,fa58fa58fa58fa58,ff,0,1,1,0,005b4e2c09db97db,07,1,1,1,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Last Stream","Stream Beat","Stream Beat"
54,54,0,fa58fa58fa58fa58,ff,0,1,1,0,0000000000000000,07,0,0,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Stream Beat","Stream Beat"
55,55,0,fa58fa58fa58fa58,ff,0,1,1,0,0000000000000000,07,0,0,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Stream Beat","Stream Beat"
56,56,0,fa58fa58fa58fa58,ff,0,1,1,0,0000000000000000,07,0,0,0,97de97de97de97de,ff,0,1,1,0,fa54fa54fa54fa54,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Stream Beat","Stream Beat"
57,57,0,fa58fa58fa58fa58,ff,0,1,1,0,0000222200000000,ff,0,1,0,97de97de97de97de,07,0,1,1,1,c7205854fa54fa54,1f,1,1,1,"Active","Active","Active","Active","Stream Beat","Stream Beat","Last Stream","Last Stream"
58,58,0,fa58fa58fa58fa58,1f,0,1,1,1,97dc7d0011110000,ff,0,1,0,0000222200000000,ff,0,1,1,0,0000000000000042,1f,0,0,0,"Active","Active","Active","_","Last Stream","Stream Beat","Stream Beat","_"
59,59,0,0000222200000000,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df7d0011110000,ff,0,1,1,0,0000000000000042,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
60,60,0,fa594f0011110000,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,0000000000000042,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
61,61,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,0000000000000042,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
62,62,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,0,0,0000222200000000,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
63,63,0,fa59fa59fa59fa59,ff,0,1,0,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,0,0,fa554f0011110000,ff,0,1,0,"_","Active","_","Active","_","Stream Beat","_","Stream Beat"
64,64,0,fa59fa59fa59fa59,ff,0,1,0,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
65,65,0,fa59fa59fa59fa59,ff,0,1,0,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
66,66,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
67,67,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
68,68,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
69,69,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
70,70,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
71,71,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
72,72,0,fa59fa59fa59fa59,ff,0,1,1,0,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,fa55fa55fa55fa55,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
73,73,0,fa59fa59fa59fa59,1f,0,1,1,1,97dc97dc97dc97dc,ff,0,1,0,97df97df97df97df,ff,0,1,1,0,4f5f5355fa55fa55,1f,1,1,1,"Active","Active","Active","Active","Last Stream","Stream Beat","Stream Beat","Last Stream"
74,74,0,0000222200000000,ff,0,1,1,0,0042fd55b0dc97dc,07,1,1,1,97df97df97df97df,ff,0,1,1,0,000000000000007b,01,0,0,0,"Active","Active","Active","_","Stream Beat","Last Stream","Stream Beat","_"
75,75,0,fa5a4f0011110000,ff,0,1,1,0,0000000000000000,07,0,0,0,97df97df97df97df,ff,0,1,1,0,000000000000007b,01,0,0,0,"Active","_","Active","_","Stream Beat","_","Stream Beat","_"
76,76,0,fa5afa5afa5afa5a,ff,0,1,1,0,0000000000000000,07,0,0,0,97df97df97df97df,ff,0,1,1,0,0000222200000000,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Stream Beat","Stream Beat"
77,77,0,fa5afa5afa5afa5a,ff,0,1,1,0,0000000000000000,07,0,0,0,97df97df97df97df,07,0,1,1,1,fa564f0011110000,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Last Stream","Stream Beat"
78,78,0,fa5afa5afa5afa5a,ff,0,1,0,0,0000222200000000,ff,0,1,0,0000222200000000,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
79,79,0,fa5afa5afa5afa5a,ff,0,1,0,0,97dd7d0011110000,ff,0,1,0,97e07d0011110000,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
80,80,0,fa5afa5afa5afa5a,ff,0,1,0,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
81,81,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
82,82,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,0,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
83,83,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,0,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
84,84,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,0,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","_","Active","Stream Beat","Stream Beat","_","Stream Beat"
85,85,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
86,86,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa56fa56fa56fa56,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
87,87,0,fa5afa5afa5afa5a,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,d7de4e56fa56fa56,1f,1,1,1,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Last Stream"
88,88,0,fa5afa5afa5afa5a,1f,0,1,1,1,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,0000000000000031,1f,0,0,0,"Active","Active","Active","_","Last Stream","Stream Beat","Stream Beat","_"
89,89,0,0000222200000000,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,0000000000000031,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
90,90,0,fa5b4f0011110000,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,0000000000000031,1f,0,0,0,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
91,91,0,fa5bfa5bfa5bfa5b,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,0000222200000000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
92,92,0,fa5bfa5bfa5bfa5b,ff,0,1,1,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa574f0011110000,ff,0,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
93,93,0,fa5bfa5bfa5bfa5b,ff,0,1,0,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa57fa57fa57fa57,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
94,94,0,fa5bfa5bfa5bfa5b,ff,0,1,0,0,97dd97dd97dd97dd,ff,0,1,0,97e097e097e097e0,ff,0,1,1,0,fa57fa57fa57fa57,ff,0,1,0,"_","Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat"
95,95,0,fa5bfa5bfa5bfa5b,ff,0,1,0,0,00020b47f8dd97dd,07,1,1,1,97e097e097e097e0,ff,0,1,1,0,fa57fa57fa57fa57,ff,0,1,0,"_","Active","Active","Active","_","Last Stream","Stream Beat","Stream Beat"
96,96,0,fa5bfa5bfa5bfa5b,ff,0,1,1,0,5555550000000000,01,0,0,0,97e097e097e097e0,ff,0,1,1,0,fa57fa57fa57fa57,ff,0,1,0,"Active","_","Active","Active","Stream Beat","_","Stream Beat","Stream Beat"
