Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/rx_axis_tdata[63:0],axi_stream_gen_mon_0/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/rx_axis_tvalid,axi_stream_gen_mon_0/rx_axis_tlast,axi_stream_gen_mon_0/rx_axis_tuser,axi_stream_gen_mon_0/rx_axis_tready,axi_stream_gen_mon_0/tx_axis_tdata[63:0],axi_stream_gen_mon_0/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/tx_axis_tvalid,axi_stream_gen_mon_0/tx_axis_tlast,axi_stream_gen_mon_0/tx_axis_tuser,axi_stream_gen_mon_0/tx_axis_tready_1,axi_stream_gen_mon_0/tx_axis_tdata_lb[63:0],axi_stream_gen_mon_0/tx_axis_tkeep_lb[7:0],axi_stream_gen_mon_0/tx_axis_tvalid_lb,axi_stream_gen_mon_0/tx_axis_tlast_lb,axi_stream_gen_mon_0/tx_axis_tuser_lb,axi_stream_gen_mon_0/rx_axis_tready_lb,axi_stream_gen_mon_0/tx_axis_tdata_g[63:0],axi_stream_gen_mon_0/tx_axis_tkeep_g[7:0],axi_stream_gen_mon_0/tx_axis_tvalid_g,axi_stream_gen_mon_0/tx_axis_tlast_g,axi_stream_gen_mon_0/tx_axis_tuser_g,axi_stream_gen_mon_0/tx_axis_tready
374,374,0,f35bf35bf35bf35b,ff,1,0,0,1,f35af35af35af35a,ff,1,0,0,1,f35af35af35af35a,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
375,375,0,008e3153395bf35b,07,1,1,1,1,f35af35af35af35a,ff,1,0,0,1,f35af35af35af35a,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
376,376,0,5555550000000000,01,0,0,0,1,f35af35af35af35a,ff,1,0,0,1,f35af35af35af35a,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
377,377,0,5555550000000000,01,0,0,0,1,f35af35af35af35a,ff,1,0,0,1,f35af35af35af35a,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
378,378,0,0000222200000000,ff,1,0,0,1,00cec741715af35a,07,1,1,0,1,00cec741715af35a,07,1,1,0,1,0000222200000000,ff,0,0,0,1
379,379,0,f35c7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
380,380,0,f35cf35cf35cf35c,ff,1,0,0,1,f35b7d0011110000,ff,1,0,0,1,f35b7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
381,381,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
382,382,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
383,383,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,0,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
384,384,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,0,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
385,385,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,0,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
386,386,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
387,387,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
388,388,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
389,389,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
390,390,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
391,391,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
392,392,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
393,393,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
394,394,0,f35cf35cf35cf35c,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
395,395,0,0097822a805cf35c,07,1,1,1,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
396,396,0,0000000000000000,01,0,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
397,397,0,0000000000000000,01,0,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
398,398,0,0000222200000000,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,f35bf35bf35bf35b,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
399,399,0,f35d7d0011110000,ff,1,0,0,1,008e3153395bf35b,07,1,1,0,1,008e3153395bf35b,07,1,1,0,1,0000222200000000,ff,0,0,0,1
400,400,0,f35df35df35df35d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
401,401,0,f35df35df35df35d,ff,1,0,0,1,f35c7d0011110000,ff,1,0,0,1,f35c7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
402,402,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
403,403,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
404,404,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,0,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
405,405,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,0,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
406,406,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
407,407,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
408,408,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
409,409,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
410,410,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
411,411,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
412,412,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
413,413,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
414,414,0,f35df35df35df35d,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
415,415,0,00d77438c85df35d,07,1,1,1,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
416,416,0,0000000000000000,07,0,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
417,417,0,0000000000000000,07,0,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
418,418,0,0000000000000000,07,0,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,f35cf35cf35cf35c,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
419,419,0,0000222200000000,ff,1,0,0,1,0097822a805cf35c,07,1,1,0,1,0097822a805cf35c,07,1,1,0,1,0000222200000000,ff,0,0,0,1
420,420,0,f35e7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
421,421,0,f35ef35ef35ef35e,ff,1,0,0,1,f35d7d0011110000,ff,1,0,0,1,f35d7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
422,422,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
423,423,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
424,424,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,0,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
425,425,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,0,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
426,426,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,0,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
427,427,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
428,428,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
429,429,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
430,430,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
431,431,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
432,432,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
433,433,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
434,434,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
435,435,0,f35ef35ef35ef35e,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
436,436,0,00166e0e105ef35e,07,1,1,1,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
437,437,0,5555550000000000,01,0,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
438,438,0,5555550000000000,01,0,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
439,439,0,0000222200000000,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,f35df35df35df35d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
440,440,0,f35f7d0011110000,ff,1,0,0,1,00d77438c85df35d,07,1,1,0,1,00d77438c85df35d,07,1,1,0,1,0000222200000000,ff,0,0,0,1
441,441,0,f35ff35ff35ff35f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
442,442,0,f35ff35ff35ff35f,ff,1,0,0,1,f35e7d0011110000,ff,1,0,0,1,f35e7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
443,443,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
444,444,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
445,445,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,0,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
446,446,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,0,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
447,447,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
448,448,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
449,449,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
450,450,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
451,451,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
452,452,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
453,453,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
454,454,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
455,455,0,f35ff35ff35ff35f,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
456,456,0,0056981c585ff35f,07,1,1,1,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
457,457,0,0000000000000000,07,0,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
458,458,0,0000000000000000,07,0,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
459,459,0,0000000000000000,07,0,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,f35ef35ef35ef35e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
460,460,0,0000222200000000,ff,1,0,0,1,00166e0e105ef35e,07,1,1,0,1,00166e0e105ef35e,07,1,1,0,1,0000222200000000,ff,0,0,0,1
461,461,0,f3607d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
462,462,0,f360f360f360f360,ff,1,0,0,1,f35f7d0011110000,ff,1,0,0,1,f35f7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
463,463,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
464,464,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
465,465,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,0,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
466,466,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,0,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
467,467,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,0,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
468,468,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
469,469,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
470,470,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
471,471,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
472,472,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
473,473,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
474,474,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
475,475,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
476,476,0,f360f360f360f360,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
477,477,0,0082b0a82960f360,07,1,1,1,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
478,478,0,0000000000000000,07,0,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
479,479,0,0000000000000000,07,0,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
480,480,0,0000000000000000,07,0,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,f35ff35ff35ff35f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
481,481,0,0000222200000000,ff,1,0,0,1,0056981c585ff35f,07,1,1,0,1,0056981c585ff35f,07,1,1,0,1,0000222200000000,ff,0,0,0,1
482,482,0,f3617d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
483,483,0,f361f361f361f361,ff,1,0,0,1,f3607d0011110000,ff,1,0,0,1,f3607d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
484,484,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
485,485,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
486,486,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,0,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
487,487,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,0,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
488,488,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
489,489,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
490,490,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
491,491,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
492,492,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
493,493,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
494,494,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
495,495,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
496,496,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
497,497,0,f361f361f361f361,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
498,498,0,00c246ba6161f361,07,1,1,1,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
499,499,0,5555550000000000,01,0,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
500,500,0,5555550000000000,01,0,0,0,1,f360f360f360f360,ff,1,0,0,1,f360f360f360f360,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
501,501,0,0000222200000000,ff,1,0,0,1,0082b0a82960f360,07,1,1,0,1,0082b0a82960f360,07,1,1,0,1,0000222200000000,ff,0,0,0,1
502,502,0,f3627d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
503,503,0,f362f362f362f362,ff,1,0,0,1,f3617d0011110000,ff,1,0,0,1,f3617d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
504,504,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
505,505,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
506,506,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,0,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
507,507,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,0,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
508,508,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,0,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
509,509,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
510,510,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
511,511,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
512,512,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
513,513,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
514,514,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
515,515,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
516,516,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
517,517,0,f362f362f362f362,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
518,518,0,00035c8cb962f362,07,1,1,1,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
519,519,0,0000000000000000,01,0,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
520,520,0,0000000000000000,01,0,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
521,521,0,0000222200000000,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,f361f361f361f361,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
522,522,0,f3637d0011110000,ff,1,0,0,1,00c246ba6161f361,07,1,1,0,1,00c246ba6161f361,07,1,1,0,1,0000222200000000,ff,0,0,0,1
523,523,0,f363f363f363f363,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
