Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/rx_axis_tdata[63:0],axi_stream_gen_mon_0/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/rx_axis_tvalid,axi_stream_gen_mon_0/rx_axis_tlast,axi_stream_gen_mon_0/rx_axis_tuser,axi_stream_gen_mon_0/rx_axis_tready,axi_stream_gen_mon_0/tx_axis_tdata[63:0],axi_stream_gen_mon_0/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/tx_axis_tvalid,axi_stream_gen_mon_0/tx_axis_tlast,axi_stream_gen_mon_0/tx_axis_tuser,axi_stream_gen_mon_0/tx_axis_tready_1,axi_stream_gen_mon_0/tx_axis_tdata_lb[63:0],axi_stream_gen_mon_0/tx_axis_tkeep_lb[7:0],axi_stream_gen_mon_0/tx_axis_tvalid_lb,axi_stream_gen_mon_0/tx_axis_tlast_lb,axi_stream_gen_mon_0/tx_axis_tuser_lb,axi_stream_gen_mon_0/rx_axis_tready_lb,axi_stream_gen_mon_0/tx_axis_tdata_g[63:0],axi_stream_gen_mon_0/tx_axis_tkeep_g[7:0],axi_stream_gen_mon_0/tx_axis_tvalid_g,axi_stream_gen_mon_0/tx_axis_tlast_g,axi_stream_gen_mon_0/tx_axis_tuser_g,axi_stream_gen_mon_0/tx_axis_tready
95,95,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
96,96,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,0,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
97,97,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,0,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
98,98,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,0,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
99,99,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
100,100,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
101,101,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
102,102,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
103,103,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
104,104,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
105,105,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
106,106,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
107,107,0,f34ef34ef34ef34e,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
108,108,0,00c2293f164ef34e,07,1,1,1,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
109,109,0,0000000000000000,07,0,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
110,110,0,0000000000000000,07,0,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
111,111,0,0000000000000000,07,0,0,0,1,f34df34df34df34d,ff,1,0,0,1,f34df34df34df34d,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
112,112,0,0000222200000000,ff,1,0,0,1,00033309ce4df34d,07,1,1,0,1,00033309ce4df34d,07,1,1,0,1,0000222200000000,ff,0,0,0,1
113,113,0,f34f7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
114,114,0,f34ff34ff34ff34f,ff,1,0,0,1,f34e7d0011110000,ff,1,0,0,1,f34e7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
115,115,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
116,116,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
117,117,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,0,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
118,118,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,0,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
119,119,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
120,120,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
121,121,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
122,122,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
123,123,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
124,124,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
125,125,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
126,126,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
127,127,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
128,128,0,f34ff34ff34ff34f,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
129,129,0,0082df2d5e4ff34f,07,1,1,1,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
130,130,0,5555550000000000,01,0,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
131,131,0,5555550000000000,01,0,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,f34ef34ef34ef34e,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
132,132,0,0000222200000000,ff,1,0,0,1,00c2293f164ef34e,07,1,1,0,1,00c2293f164ef34e,07,1,1,0,1,0000222200000000,ff,0,0,0,1
133,133,0,f3507d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
134,134,0,f350f350f350f350,ff,1,0,0,1,f34f7d0011110000,ff,1,0,0,1,f34f7d0011110000,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
135,135,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
136,136,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
137,137,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,0,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
138,138,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,0,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
139,139,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,0,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,0
140,140,0,f350f350f350f350,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,f34ff34ff34ff34f,ff,1,0,0,1,0000222200000000,ff,0,0,0,1
