Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/n_0_0,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tready
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
955,955,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
956,956,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
957,957,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
958,958,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
959,959,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
960,960,0,e3dce3dce3dce3dc,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
961,961,0,e3dce3dce3dce3dc,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
962,962,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
963,963,0,e3dd4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,ff,1,0,0,1
964,964,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e487e487e487e487,1f,1,1,0,1
965,965,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
966,966,0,e3dde3dde3dde3dd,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4884f0011110000,ff,1,0,0,1
967,967,0,e3dde3dde3dde3dd,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,0
968,968,0,e3dde3dde3dde3dd,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,0
969,969,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,0
970,970,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
971,971,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
972,972,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
973,973,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
974,974,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
975,975,0,e3dde3dde3dde3dd,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
976,976,0,e3dde3dde3dde3dd,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
977,977,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
978,978,0,e3de4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,ff,1,0,0,1
979,979,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e488e488e488e488,1f,1,1,0,1
980,980,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
981,981,0,e3dee3dee3dee3de,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4894f0011110000,ff,1,0,0,1
982,982,0,e3dee3dee3dee3de,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,0
983,983,0,e3dee3dee3dee3de,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,0
984,984,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,0
985,985,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
986,986,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
987,987,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
988,988,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
989,989,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
990,990,0,e3dee3dee3dee3de,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
991,991,0,e3dee3dee3dee3de,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
992,992,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
993,993,0,e3df4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,ff,1,0,0,1
994,994,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e489e489e489e489,1f,1,1,0,1
995,995,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
996,996,0,e3dfe3dfe3dfe3df,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48a4f0011110000,ff,1,0,0,1
997,997,0,e3dfe3dfe3dfe3df,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,0
998,998,0,e3dfe3dfe3dfe3df,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,0
999,999,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,0
1000,1000,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1001,1001,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1002,1002,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1003,1003,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1004,1004,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1005,1005,0,e3dfe3dfe3dfe3df,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1006,1006,0,e3dfe3dfe3dfe3df,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1007,1007,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1008,1008,0,e3e04f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,ff,1,0,0,1
1009,1009,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ae48ae48ae48a,1f,1,1,0,1
1010,1010,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1011,1011,0,e3e0e3e0e3e0e3e0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48b4f0011110000,ff,1,0,0,1
1012,1012,0,e3e0e3e0e3e0e3e0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,0
1013,1013,0,e3e0e3e0e3e0e3e0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,0
1014,1014,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,0
1015,1015,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1016,1016,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1017,1017,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1018,1018,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1019,1019,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1020,1020,0,e3e0e3e0e3e0e3e0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1021,1021,0,e3e0e3e0e3e0e3e0,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1022,1022,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1023,1023,0,e3e14f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,ff,1,0,0,1
1024,1024,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48be48be48be48b,1f,1,1,0,1
1025,1025,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1026,1026,0,e3e1e3e1e3e1e3e1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48c4f0011110000,ff,1,0,0,1
1027,1027,0,e3e1e3e1e3e1e3e1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,0
1028,1028,0,e3e1e3e1e3e1e3e1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,0
1029,1029,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,0
1030,1030,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1031,1031,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1032,1032,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1033,1033,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1034,1034,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1035,1035,0,e3e1e3e1e3e1e3e1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1036,1036,0,e3e1e3e1e3e1e3e1,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1037,1037,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1038,1038,0,e3e24f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,ff,1,0,0,1
1039,1039,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ce48ce48ce48c,1f,1,1,0,1
1040,1040,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1041,1041,0,e3e2e3e2e3e2e3e2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48d4f0011110000,ff,1,0,0,1
1042,1042,0,e3e2e3e2e3e2e3e2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,0
1043,1043,0,e3e2e3e2e3e2e3e2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,0
1044,1044,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,0
1045,1045,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1046,1046,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1047,1047,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1048,1048,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1049,1049,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1050,1050,0,e3e2e3e2e3e2e3e2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1051,1051,0,e3e2e3e2e3e2e3e2,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1052,1052,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1053,1053,0,e3e34f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,ff,1,0,0,1
1054,1054,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48de48de48de48d,1f,1,1,0,1
1055,1055,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1056,1056,0,e3e3e3e3e3e3e3e3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48e4f0011110000,ff,1,0,0,1
1057,1057,0,e3e3e3e3e3e3e3e3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,0
1058,1058,0,e3e3e3e3e3e3e3e3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,0
1059,1059,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,0
1060,1060,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1061,1061,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1062,1062,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1063,1063,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1064,1064,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1065,1065,0,e3e3e3e3e3e3e3e3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1066,1066,0,e3e3e3e3e3e3e3e3,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1067,1067,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1068,1068,0,e3e44f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,ff,1,0,0,1
1069,1069,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48ee48ee48ee48e,1f,1,1,0,1
1070,1070,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1071,1071,0,e3e4e3e4e3e4e3e4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48f4f0011110000,ff,1,0,0,1
1072,1072,0,e3e4e3e4e3e4e3e4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,0
1073,1073,0,e3e4e3e4e3e4e3e4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,0
1074,1074,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,0
1075,1075,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1076,1076,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1077,1077,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1078,1078,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1079,1079,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1080,1080,0,e3e4e3e4e3e4e3e4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1081,1081,0,e3e4e3e4e3e4e3e4,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1082,1082,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1083,1083,0,e3e54f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,ff,1,0,0,1
1084,1084,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e48fe48fe48fe48f,1f,1,1,0,1
1085,1085,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1086,1086,0,e3e5e3e5e3e5e3e5,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4904f0011110000,ff,1,0,0,1
1087,1087,0,e3e5e3e5e3e5e3e5,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,0
1088,1088,0,e3e5e3e5e3e5e3e5,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,0
1089,1089,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,0
1090,1090,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1091,1091,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1092,1092,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1093,1093,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1094,1094,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1095,1095,0,e3e5e3e5e3e5e3e5,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1096,1096,0,e3e5e3e5e3e5e3e5,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1097,1097,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1098,1098,0,e3e64f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,ff,1,0,0,1
1099,1099,0,e3e6e3e6e3e6e3e6,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e490e490e490e490,1f,1,1,0,1
1100,1100,0,e3e6e3e6e3e6e3e6,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
