Sample in Buffer,Sample in Window,TRIGGER,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tready,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_0_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_1_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tready,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_2_axis_tlast,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tdata[63:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tkeep[7:0],mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tuser,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tvalid,mac_phy_wrapper_i/mac_phy_i/system_ila_mac_phy2/inst/net_slot_3_axis_tlast,Interface_(i6:s0)_(s_axis_tx_0_1)[2:0],Interface_(i6:s1)_(mac_phy_ch0_m_axis_rx)[2:0],Interface_(i6:s2)_(s_axis_tx_1_1)[2:0],Interface_(i6:s3)_(mac_phy_ch1_m_axis_rx)[2:0],T_Channel_(i6:s0)_(s_axis_tx_0_1)[2:0],T_Channel_(i6:s1)_(mac_phy_ch0_m_axis_rx)[2:0],T_Channel_(i6:s2)_(s_axis_tx_1_1)[2:0],T_Channel_(i6:s3)_(mac_phy_ch1_m_axis_rx)[2:0]
541,541,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
542,542,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
543,543,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
544,544,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
545,545,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
546,546,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
547,547,0,6bb46bb46bb46bb4,ff,0,1,1,0,0000000000000000,00,0,0,0,af0baf0baf0baf0b,07,0,1,1,1,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Last Stream","No Streams"
548,548,0,6bb46bb46bb46bb4,1f,0,1,1,1,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
549,549,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0c7d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
550,550,0,6bb54f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
551,551,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
552,552,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
553,553,0,6bb56bb56bb56bb5,ff,0,1,0,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
554,554,0,6bb56bb56bb56bb5,ff,0,1,0,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
555,555,0,6bb56bb56bb56bb5,ff,0,1,0,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
556,556,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
557,557,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
558,558,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
559,559,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
560,560,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
561,561,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
562,562,0,6bb56bb56bb56bb5,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
563,563,0,6bb56bb56bb56bb5,1f,0,1,1,1,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
564,564,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
565,565,0,6bb64f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0caf0caf0caf0c,07,0,1,1,1,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Last Stream","No Streams"
566,566,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
567,567,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0d7d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
568,568,0,6bb66bb66bb66bb6,ff,0,1,0,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
569,569,0,6bb66bb66bb66bb6,ff,0,1,0,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
570,570,0,6bb66bb66bb66bb6,ff,0,1,0,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
571,571,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
572,572,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
573,573,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
574,574,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
575,575,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
576,576,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
577,577,0,6bb66bb66bb66bb6,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
578,578,0,6bb66bb66bb66bb6,1f,0,1,1,1,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
579,579,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
580,580,0,6bb74f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
581,581,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
582,582,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
583,583,0,6bb76bb76bb76bb7,ff,0,1,0,0,0000000000000000,00,0,0,0,af0daf0daf0daf0d,07,0,1,1,1,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Last Stream","No Streams"
584,584,0,6bb76bb76bb76bb7,ff,0,1,0,0,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
585,585,0,6bb76bb76bb76bb7,ff,0,1,0,0,0000000000000000,00,0,0,0,af0e7d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
586,586,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
587,587,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
588,588,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
589,589,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
590,590,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
591,591,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
592,592,0,6bb76bb76bb76bb7,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
593,593,0,6bb76bb76bb76bb7,1f,0,1,1,1,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
594,594,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
595,595,0,6bb84f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
596,596,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
597,597,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
598,598,0,6bb86bb86bb86bb8,ff,0,1,0,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
599,599,0,6bb86bb86bb86bb8,ff,0,1,0,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
600,600,0,6bb86bb86bb86bb8,ff,0,1,0,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
601,601,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0eaf0eaf0eaf0e,07,0,1,1,1,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Last Stream","No Streams"
602,602,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
603,603,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0f7d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
604,604,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
605,605,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
606,606,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
607,607,0,6bb86bb86bb86bb8,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
608,608,0,6bb86bb86bb86bb8,1f,0,1,1,1,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
609,609,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
610,610,0,6bb94f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
611,611,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
612,612,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
613,613,0,6bb96bb96bb96bb9,ff,0,1,0,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
614,614,0,6bb96bb96bb96bb9,ff,0,1,0,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
615,615,0,6bb96bb96bb96bb9,ff,0,1,0,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
616,616,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
617,617,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
618,618,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
619,619,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af0faf0faf0faf0f,07,0,1,1,1,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Last Stream","No Streams"
620,620,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
621,621,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af107d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
622,622,0,6bb96bb96bb96bb9,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
623,623,0,6bb96bb96bb96bb9,1f,0,1,1,1,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
624,624,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
625,625,0,6bba4f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
626,626,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
627,627,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
628,628,0,6bba6bba6bba6bba,ff,0,1,0,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
629,629,0,6bba6bba6bba6bba,ff,0,1,0,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
630,630,0,6bba6bba6bba6bba,ff,0,1,0,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"_","Inactive","Active","Inactive","_","No Streams","Stream Beat","No Streams"
631,631,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
632,632,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
633,633,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
634,634,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
635,635,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
636,636,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
637,637,0,6bba6bba6bba6bba,ff,0,1,1,0,0000000000000000,00,0,0,0,af10af10af10af10,07,0,1,1,1,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Last Stream","No Streams"
638,638,0,6bba6bba6bba6bba,1f,0,1,1,1,0000000000000000,00,0,0,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Last Stream","No Streams","Stream Beat","No Streams"
639,639,0,0000222200000000,ff,0,1,1,0,0000000000000000,00,0,0,0,af117d0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
640,640,0,6bbb4f0011110000,ff,0,1,1,0,0000000000000000,00,0,0,0,af11af11af11af11,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
641,641,0,6bbb6bbb6bbb6bbb,ff,0,1,1,0,0000000000000000,00,0,0,0,af11af11af11af11,ff,0,1,1,0,0000000000000000,00,0,0,0,"Active","Inactive","Active","Inactive","Stream Beat","No Streams","Stream Beat","No Streams"
