Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_1/rx_axis_tdata[63:0],axi_stream_gen_mon_1/rx_axis_tkeep[7:0],axi_stream_gen_mon_1/rx_axis_tvalid,axi_stream_gen_mon_1/rx_axis_tlast,axi_stream_gen_mon_1/rx_axis_tuser,axi_stream_gen_mon_1/rx_axis_tready,axi_stream_gen_mon_1/tx_axis_tdata[63:0],axi_stream_gen_mon_1/tx_axis_tkeep[7:0],axi_stream_gen_mon_1/tx_axis_tvalid,axi_stream_gen_mon_1/tx_axis_tlast,axi_stream_gen_mon_1/tx_axis_tuser,axi_stream_gen_mon_1/tx_axis_tready_1,axi_stream_gen_mon_1/tx_axis_tdata_lb[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_lb[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_lb,axi_stream_gen_mon_1/tx_axis_tlast_lb,axi_stream_gen_mon_1/tx_axis_tuser_lb,axi_stream_gen_mon_1/rx_axis_tready_lb,axi_stream_gen_mon_1/tx_axis_tdata_g[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_g[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_g,axi_stream_gen_mon_1/tx_axis_tlast_g,axi_stream_gen_mon_1/tx_axis_tuser_g,axi_stream_gen_mon_1/tx_axis_tready
447,447,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
448,448,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
449,449,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
450,450,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
451,451,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
452,452,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
453,453,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
454,454,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
455,455,0,bd22bd22bd22bd22,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,ff,1,0,0,1
456,456,0,002a5015be22bd22,07,1,1,1,1,bd29bd29bd29bd29,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd29bd29bd29bd29,07,1,1,0,1
457,457,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
458,458,0,0000000000000000,07,0,0,0,1,bd2a7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2a7d0011110000,ff,1,0,0,1
459,459,0,0000000000000000,07,0,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
460,460,0,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
461,461,0,bd237d0011110000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0
462,462,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0
463,463,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,0
464,464,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
465,465,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
466,466,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
467,467,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
468,468,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
469,469,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
470,470,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
471,471,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
472,472,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
473,473,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
474,474,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
475,475,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
476,476,0,bd23bd23bd23bd23,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,ff,1,0,0,1
477,477,0,006aa607f623bd23,07,1,1,1,1,bd2abd2abd2abd2a,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2abd2abd2abd2a,07,1,1,0,1
478,478,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
479,479,0,0000000000000000,07,0,0,0,1,bd2b7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2b7d0011110000,ff,1,0,0,1
480,480,0,0000000000000000,07,0,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
481,481,0,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
482,482,0,bd247d0011110000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,0
483,483,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,0
484,484,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
485,485,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
486,486,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
487,487,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
488,488,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
489,489,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
490,490,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
491,491,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
492,492,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
493,493,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
494,494,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
495,495,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
496,496,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,ff,1,0,0,1
497,497,0,bd24bd24bd24bd24,ff,1,0,0,1,bd2bbd2bbd2bbd2b,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2bbd2bbd2bbd2b,07,1,1,0,1
498,498,0,0073157e4f24bd24,07,1,1,1,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
499,499,0,5555550000000000,01,0,0,0,1,bd2c7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2c7d0011110000,ff,1,0,0,1
500,500,0,5555550000000000,01,0,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
501,501,0,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
502,502,0,bd257d0011110000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0
503,503,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0
504,504,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,0
505,505,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
506,506,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
507,507,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
508,508,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
509,509,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
510,510,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
511,511,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
512,512,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
513,513,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
514,514,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
515,515,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
516,516,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
517,517,0,bd25bd25bd25bd25,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,ff,1,0,0,1
518,518,0,0033e36c0725bd25,07,1,1,1,1,bd2cbd2cbd2cbd2c,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2cbd2cbd2cbd2c,07,1,1,0,1
519,519,0,0000000000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
520,520,0,0000000000000000,01,0,0,0,1,bd2d7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2d7d0011110000,ff,1,0,0,1
521,521,0,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
522,522,0,bd267d0011110000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
523,523,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,0
524,524,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,0
525,525,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
526,526,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
527,527,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
528,528,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
529,529,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
530,530,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
531,531,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
532,532,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
533,533,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
534,534,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
535,535,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
536,536,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
537,537,0,bd26bd26bd26bd26,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,ff,1,0,0,1
538,538,0,00f2f95adf26bd26,07,1,1,1,1,bd2dbd2dbd2dbd2d,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2dbd2dbd2dbd2d,07,1,1,0,1
539,539,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
540,540,0,0000000000000000,07,0,0,0,1,bd2e7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2e7d0011110000,ff,1,0,0,1
541,541,0,0000000000000000,07,0,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
542,542,0,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
543,543,0,bd277d0011110000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0
544,544,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0
545,545,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,0
546,546,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
547,547,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
548,548,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
549,549,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
550,550,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
551,551,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
552,552,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
553,553,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
554,554,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
555,555,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
556,556,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
557,557,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
558,558,0,bd27bd27bd27bd27,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,ff,1,0,0,1
559,559,0,00b20f489727bd27,07,1,1,1,1,bd2ebd2ebd2ebd2e,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2ebd2ebd2ebd2e,07,1,1,0,1
560,560,0,5555550000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
561,561,0,5555550000000000,01,0,0,0,1,bd2f7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2f7d0011110000,ff,1,0,0,1
562,562,0,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
563,563,0,bd287d0011110000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
564,564,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,0
565,565,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,0
566,566,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
567,567,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
568,568,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
569,569,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
570,570,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
571,571,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
572,572,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
573,573,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
574,574,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
575,575,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
576,576,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
577,577,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
578,578,0,bd28bd28bd28bd28,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,ff,1,0,0,1
579,579,0,00c19fa9ad28bd28,07,1,1,1,1,bd2fbd2fbd2fbd2f,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd2fbd2fbd2fbd2f,07,1,1,0,1
580,580,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
