Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_1/rx_axis_tdata[63:0],axi_stream_gen_mon_1/rx_axis_tkeep[7:0],axi_stream_gen_mon_1/rx_axis_tvalid,axi_stream_gen_mon_1/rx_axis_tlast,axi_stream_gen_mon_1/rx_axis_tuser,axi_stream_gen_mon_1/rx_axis_tready,axi_stream_gen_mon_1/tx_axis_tdata[63:0],axi_stream_gen_mon_1/tx_axis_tkeep[7:0],axi_stream_gen_mon_1/tx_axis_tvalid,axi_stream_gen_mon_1/tx_axis_tlast,axi_stream_gen_mon_1/tx_axis_tuser,axi_stream_gen_mon_1/tx_axis_tready_1,axi_stream_gen_mon_1/tx_axis_tdata_lb[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_lb[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_lb,axi_stream_gen_mon_1/tx_axis_tlast_lb,axi_stream_gen_mon_1/tx_axis_tuser_lb,axi_stream_gen_mon_1/rx_axis_tready_lb,axi_stream_gen_mon_1/tx_axis_tdata_g[63:0],axi_stream_gen_mon_1/tx_axis_tkeep_g[7:0],axi_stream_gen_mon_1/tx_axis_tvalid_g,axi_stream_gen_mon_1/tx_axis_tlast_g,axi_stream_gen_mon_1/tx_axis_tuser_g,axi_stream_gen_mon_1/tx_axis_tready
23,23,0,bd0dbd0dbd0dbd0d,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1
24,24,0,bd0dbd0dbd0dbd0d,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1
25,25,0,bd0dbd0dbd0dbd0d,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd14bd14bd14bd14,ff,1,0,0,1
26,26,0,002a3f90c90dbd0d,07,1,1,1,1,bd14bd14bd14bd14,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd14bd14bd14bd14,07,1,1,0,1
27,27,0,0000000000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
28,28,0,0000000000000000,01,0,0,0,1,bd157d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd157d0011110000,ff,1,0,0,1
29,29,0,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd15bd15bd15bd15,ff,1,0,0,1
30,30,0,bd0e7d0011110000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
31,31,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,0
32,32,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,0
33,33,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
34,34,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
35,35,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
36,36,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
37,37,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
38,38,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
39,39,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
40,40,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
41,41,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
42,42,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
43,43,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
44,44,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
45,45,0,bd0ebd0ebd0ebd0e,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,ff,1,0,0,1
46,46,0,00eb25a6110ebd0e,07,1,1,1,1,bd15bd15bd15bd15,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd15bd15bd15bd15,07,1,1,0,1
47,47,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
48,48,0,0000000000000000,07,0,0,0,1,bd167d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd167d0011110000,ff,1,0,0,1
49,49,0,0000000000000000,07,0,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd16bd16bd16bd16,ff,1,0,0,1
50,50,0,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
51,51,0,bd0f7d0011110000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0
52,52,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0
53,53,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,0
54,54,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
55,55,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
56,56,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
57,57,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
58,58,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
59,59,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
60,60,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
61,61,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
62,62,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
63,63,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
64,64,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
65,65,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
66,66,0,bd0fbd0fbd0fbd0f,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,ff,1,0,0,1
67,67,0,00abd3b4590fbd0f,07,1,1,1,1,bd16bd16bd16bd16,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd16bd16bd16bd16,07,1,1,0,1
68,68,0,5555550000000000,01,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
69,69,0,5555550000000000,01,0,0,0,1,bd177d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd177d0011110000,ff,1,0,0,1
70,70,0,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd17bd17bd17bd17,ff,1,0,0,1
71,71,0,bd107d0011110000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
72,72,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,0
73,73,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,0
74,74,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
75,75,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
76,76,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
77,77,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
78,78,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
79,79,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
80,80,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
81,81,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
82,82,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
83,83,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
84,84,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
85,85,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
86,86,0,bd10bd10bd10bd10,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,ff,1,0,0,1
87,87,0,000c04646510bd10,07,1,1,1,1,bd17bd17bd17bd17,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd17bd17bd17bd17,07,1,1,0,1
88,88,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
89,89,0,0000000000000000,07,0,0,0,1,bd187d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd187d0011110000,ff,1,0,0,1
90,90,0,0000000000000000,07,0,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd18bd18bd18bd18,ff,1,0,0,1
91,91,0,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
92,92,0,bd117d0011110000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0
93,93,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0
94,94,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,0
95,95,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
96,96,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
97,97,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
98,98,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
99,99,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
100,100,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
101,101,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
102,102,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
103,103,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
104,104,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
105,105,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
106,106,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
107,107,0,bd11bd11bd11bd11,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,ff,1,0,0,1
108,108,0,004cf2762d11bd11,07,1,1,1,1,bd18bd18bd18bd18,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd18bd18bd18bd18,07,1,1,0,1
109,109,0,0000000000000000,07,0,0,0,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
110,110,0,0000000000000000,07,0,0,0,1,bd197d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd197d0011110000,ff,1,0,0,1
111,111,0,0000000000000000,07,0,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd19bd19bd19bd19,ff,1,0,0,1
112,112,0,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
113,113,0,bd127d0011110000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,0
114,114,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,0,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,0
115,115,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
116,116,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
117,117,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
118,118,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
119,119,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
120,120,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
121,121,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
122,122,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
123,123,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
124,124,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
125,125,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
126,126,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
127,127,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,ff,1,0,0,1
128,128,0,bd12bd12bd12bd12,ff,1,0,0,1,bd19bd19bd19bd19,07,1,1,0,1,0000333300000000,ff,1,0,0,1,bd19bd19bd19bd19,07,1,1,0,1
129,129,0,008de840f512bd12,07,1,1,1,1,0000222200000000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,0000222200000000,ff,1,0,0,1
130,130,0,5555550000000000,01,0,0,0,1,bd1a7d0011110000,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd1a7d0011110000,ff,1,0,0,1
131,131,0,5555550000000000,01,0,0,0,1,bd1abd1abd1abd1a,ff,1,0,0,1,0000333300000000,07,1,1,0,1,bd1abd1abd1abd1a,ff,1,0,0,1
132,132,0,0000333300000000,ff,1,0,0,1,bd1abd1abd1abd1a,ff,1,0,0,1,0000333300000000,ff,1,0,0,1,bd1abd1abd1abd1a,ff,1,0,0,1
